,rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address,Country,City,Latitude,Longitude
1124,1001,gaziantep university,37903,38.1,6.0,38.0,22.1,17.3,9.0,15.6,34.7,23.8,"Universite Bulvari, Sehitkamil, Gaziantep, 27310, Turkey",,,,,,Turkey, Gaziantep,37.0628317,37.3792617
1125,1001,university gdansk,27859,17.1,2.0,69.0,22.1,15.7,10.6,19.7,34.7,29.9,"ul. Bażyńskiego 8, Gdańsk, 80-309, Poland",,,,,,Poland, Gdańsk,54.3706858,18.61298210330077
1128,1001,gitam university,17226,14.2,2.0,30.0,22.1,16.7,7.7,15.0,35.2,19.6,"Gandhi Nagar, Rushikonda, Visakhapatnam, Andhra Pradesh, 530045, India",,,,,,India, Visakhapatnam,17.7231276,83.3012842
1131,1001,university guadalajara,123932,55.6,0.0,52.0,22.1,15.4,7.8,10.0,34.4,28.3,"Av. Juárez No. 976, Colonia Centro, Guadalajara, Jalisco, 44100, Mexico",,,,,,Mexico, Guadalajara,20.6720375,-103.338396
1132,1001,university guanajuato,26034,19.8,3.0,53.0,22.1,16.4,8.7,13.5,34.6,35.7,"Lascuráin de Retana No. 5, Centro, 36000, Mexico",,,,,,Mexico, Mexico,23.6585116,-102.0077097
1133,1001,guangxi university,36083,16.9,4.0,47.0,22.1,16.1,11.3,17.9,42.8,20.6,"100 Daxuedong Road, Xixiangtang District, Nanning, Guangxi, 530004, China",,,,,,China, Nanning,22.8193063,108.3627211
1137,1001,hallym university,8108,9.8,5.0,,22.1,19.0,15.2,16.0,35.4,21.5,"1 Hallymdaehak-gil, Chuncheon, Gangwon-do, 200-702, South Korea",,,,,,South Korea, Chuncheon,37.8810569,127.7297641
1138,1001,hashemite university,15654,17.8,7.0,63.0,22.1,13.5,11.3,8.3,34.4,50.9,"P.O. Box 330127, Zarqa 13133, Jordan",,,,,,Jordan, Jordan,31.1667049,36.941628
1139,1001,universite hassan ii de casablanca,110125,27.8,2.0,54.0,22.1,15.9,7.6,24.8,36.4,34.4,"Rue Tarik Bnou Ziad, Mers Sultan, Casablanca 9167, Morocco",,,,,,Morocco, Morocco,31.1728205,-7.3362482
1140,1001,university havana,14856,9.8,7.0,71.0,22.1,21.6,9.0,9.5,40.2,52.5,"San Lázaro y L., MU Plaza de la Revolución, La Habana, Cuba",,,,,,Cuba, Cuba,23.0131338,-80.8328748
1141,1001,helwan university,113043,21.9,1.0,51.0,22.1,14.7,8.6,20.0,35.1,40.2,"Al Sikka Al Hadid Al Gharbeya, Ain Helwan, Cairo, Egypt",,,,,,Egypt, Cairo,30.0443879,31.2357257
1142,1001,hosei university,30969,40.7,2.0,37.0,22.1,16.8,9.7,25.9,35.2,25.8,"2-17-1 Fujimi, Chiyoda-ku, Tokyo, 102-8160, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
1143,1001,university hradec kralove,6611,15.1,4.0,60.0,22.1,16.8,10.8,12.7,34.7,33.1,"Rokitanského 62, Hradec Králové, 500 03, Czech Republic",,,,,,Czech Republic, Hradec Králové,50.2092113,15.8327512
1144,1001,huaqiao university,30491,17.7,11.0,50.0,22.1,14.7,11.3,27.3,37.2,48.0,"668 Jimei Avenue, Xiamen, Fujian, 361021, China",,,,,,China, Xiamen,24.4801069,118.0853479
1145,1001,university hyogo,6566,12.8,3.0,40.0,22.1,16.7,12.1,10.4,46.4,18.5,"8-2-1 Gakuennishi-machi, Nishi-ku, Kobe, Hyogo, 651-2197, Japan",,,,,,Japan, Kobe,34.6932379,135.1943764
1146,1001,ibaraki university,8181,15.2,3.0,36.0,22.1,16.4,10.0,8.1,40.2,23.4,"2-1-1, Bunkyo, Mito, Ibaraki, 310-8512, Japan",,,,,,Japan, Mito,36.3659174,140.4731743
1147,1001,ibn tofail university,49042,82.0,2.0,48.0,22.1,18.1,8.9,17.9,35.5,25.3,"PO Box 242, Kenitra, Morocco",,,,,,Morocco, Kenitra,34.26457,-6.570169
1148,1001,imam abdulrahman bin faisal university,24763,8.5,4.0,77.0,22.1,21.1,8.0,15.3,34.8,73.2,"King Faisal Road, Dammam, Saudi Arabia",,,,,,Saudi Arabia, Dammam,26.4367824,50.1039991
1149,1001,incheon national university,13499,22.3,3.0,43.0,22.1,16.1,17.0,21.9,37.0,29.3,"119 Academy-ro, Yeonsu-gu, Incheon, South Korea",,,,,,South Korea, Incheon,37.456,126.7052
1150,1001,universidad industrial de santander uis,20851,24.5,0.0,46.0,22.1,14.5,9.9,35.1,34.7,38.7,"Cra 27 Calle 9, Bucaramanga, Santander, Colombia",,,,,,Colombia, Bucaramanga,7.1246909,-73.1180151
1151,1001,instituto politecnico nacional ipn,177983,10.8,0.0,39.0,22.1,17.6,9.0,10.7,40.4,21.8,"Av. Luis Enrique Erro S/N, Gustavo A. Madero, 07738, Mexico",,,,,,Mexico, Mexico,23.6585116,-102.0077097
1152,1001,ipb university,22289,12.4,3.0,58.0,22.1,19.0,10.6,8.9,70.7,42.3,"Jl. Raya Darmaga, Kampus IPB Darmaga, Bogor, West Java, 16680, Indonesia",,,,,,Indonesia, Bogor,-6.5962986,106.7972421
1153,1001,i shou university,13970,28.5,14.0,48.0,22.1,15.1,17.0,13.3,45.3,35.2,"No.1, Sec. 1 Syuecheng Rd, Dashu District, Kaohsiung, 84001, Taiwan",,,,,,Taiwan, Kaohsiung,22.6203348,120.3120375
1154,1001,istanbul medipol university,26215,29.4,2.0,66.0,22.1,12.5,9.3,10.8,35.9,20.9,"Kavacik Mah. Ekinciler Cad., No: 19, Kavacik Junction, Beykoz, Istanbul, 34810, Turkey",,,,,,Turkey, Istanbul,41.0091982,28.9662187
1155,1001,ivane javakhishvili tbilisi state university,19670,23.9,2.0,62.0,22.1,14.7,9.4,4.6,34.8,45.9,"1, Chavchavdze Ave., Tbilisi, 0179, Georgia",,,,,,Georgia, Tbilisi,41.6934591,44.8014495
1156,1001,ivan franko national university lviv,16220,8.6,1.0,69.0,22.1,21.6,7.9,4.3,34.4,36.6,"1, Universytetska str, Lviv, 79000, Ukraine",,,,,,Ukraine, Lviv,49.841952,24.0315921
1157,1001,iwate university,5516,13.8,3.0,37.0,22.1,19.5,9.8,12.0,42.1,22.4,"3-18-8 Ueda, Morioka, Iwate, 020-8550, Japan",,,,,,Japan, Morioka,39.7021331,141.1545397
1158,1001,izmir institute technology,5090,19.6,4.0,46.0,22.1,19.4,11.0,29.4,38.9,30.4,"Campus Gülbahçe, Urla, Izmir, Turkey",,,,,,Turkey, Urla,38.28621235,26.65017941354709
1159,1001,kagawa university,6392,9.7,2.0,41.0,22.1,20.9,11.7,28.5,40.0,28.0,"1-1 Saiwai-cho, Takamatsu, Kagawa, 760-8521, Japan",,,,,,Japan, Takamatsu,34.3425592,134.0465338
1160,1001,kagoshima university,10541,10.1,3.0,38.0,22.1,21.4,11.4,18.0,42.9,23.0,"1-21-24, Korimoto, Kagoshima, 890-8580, Japan",,,,,,Japan, Kagoshima,31.521587,130.5474077
1162,1001,kangwon national university,23127,23.1,3.0,41.0,22.1,17.6,15.0,17.8,36.3,21.1,"1 Gangwondaehak Road, Chuncheon, Gangwon Province, 24341, South Korea",,,,,,South Korea, Chuncheon,37.8810569,127.7297641
1163,1001,kansai university,30346,11.2,3.0,39.0,22.1,24.3,8.0,6.9,35.4,24.6,"3-3-35 Yamate-cho, Suita-shi, Osaka, 564-8680, Japan",,,,,,Japan, Osaka,34.661629000000005,135.49992679245517
1165,1001,kaunas university technology,9956,14.7,6.0,38.0,22.1,16.5,11.4,5.6,38.9,30.4,"K. Donelaicio St.73, Kaunas, LT-44029, Lithuania",,,,,,Lithuania, Kaunas,54.8982139,23.9044817
1167,1001,kharazmi university,12656,20.9,1.0,57.0,22.1,28.0,12.7,21.2,44.7,17.1,"43 South Mofatteh Avene, Tehran, 15719-1491, Iran",,,,,,Iran, Tehran,35.6892523,51.3896004
1169,1001,kiit university,21390,13.1,2.0,41.0,22.1,16.9,11.5,25.9,59.5,15.9,"Patia, Bhubaneswar, Odisha, 751024, India",,,,,,India, India,22.3511148,78.6677428
1172,1001,king mongkuts university technology thonburi,16126,21.4,3.0,47.0,22.1,17.3,16.7,23.6,74.0,29.2,"126 Pracha Uthit Rd, Bang Mod, Thung Khru, Bangkok 10140, Thailand",,,,,,Thailand, Thung Khru,13.6304099,100.504024
1173,1001,kitasato university,8503,5.4,0.0,53.0,22.1,24.0,9.9,18.2,39.5,16.3,"5-9-1 Shirokane, Minato-ku, Tokyo, 108-8641, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
1174,1001,kochi university,5469,8.1,1.0,44.0,22.1,19.9,10.7,20.7,40.9,24.2,"2-5-1 Akebono-cho, Kochi-shi, Kochi, 780-8520, Japan",,,,,,Japan, Kochi,33.6569018,133.5606241
1175,1001,kogakuin university,6505,17.4,1.0,17.0,22.1,17.2,9.8,8.8,42.0,18.7,"1-24-2 Nishi-Shinjuku, Shinjuku-ku, Tokyo, 163-8677, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
1176,1001,kookmin university,17081,11.3,10.0,46.0,22.1,18.2,10.4,16.4,38.4,29.3,"77, Jeongneung-ro, Seongbuk-gu, Seoul, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
1178,1001,kyoto institute technology,3989,13.0,5.0,26.0,22.1,21.5,15.9,10.3,41.3,22.1,"Matsugasaki, Sakyo-ku, Kyoto, 606-8585, Japan",,,,,,Japan, Kyoto,35.021041,135.7556075
1179,1001,kyushu institute technology kyutech,5653,16.2,4.0,13.0,22.1,18.7,12.4,31.0,47.4,29.3,"1-1 Sensui-cho, Tobata-ku, Kitakyushu-shi, Fukuoka, 804-8550, Japan",,,,,,Japan, Fukuoka,33.6251241,130.6180016
1180,1001,latvia university life sciences and technologies,4216,36.9,1.0,49.0,22.1,17.4,17.6,5.2,36.9,16.6,"Liela iela 2, Jelgava, Zemgale, LV-3001, Latvia",,,,,,Latvia, Jelgava,56.6514394,23.7339143
1181,1001,university leon,13606,16.1,13.0,56.0,22.1,17.9,11.2,25.4,36.7,43.4,"Edificio de Rectorado Avenida de la Facultad de, Veterinaria, 25, León, 24004, Spain",,,,,,Spain, León,42.63414505,-5.971415104539984
1182,1001,university lethbridge,6996,12.9,12.0,,22.1,16.7,12.4,22.3,34.5,57.6,"4401 University Drive, Lethbridge, Alberta, T1K 3M4, Canada",,,,,,Canada, Lethbridge,49.6945782,-112.8331033
1183,1001,ln gumilyov eurasian national university,17205,5.3,4.0,,22.1,21.6,7.5,16.6,34.4,51.0,"2, Satpayev str., Astana, 010008, Kazakhstan",,,,,,Kazakhstan, Astana,51.1282205,71.4306682
1185,1001,university lodz,31192,14.1,5.0,65.0,22.1,17.1,10.3,13.4,34.7,24.4,"ul. Narutowicza 68, Lodz, 90-136, Poland",,,,,,Poland, Poland,52.215933,19.134422
1186,1001,lodz university technology,16372,13.0,4.0,41.0,22.1,16.3,11.1,18.0,37.8,23.0,"90-924 Łódź, Żeromskiego 116, Poland",,,,,,Poland, Poland,52.215933,19.134422
1187,1001,london south bank university,12170,16.6,33.0,56.0,22.1,15.4,10.4,18.1,34.8,75.3,"103 Borough Road, London, SE1 0AA, United Kingdom",,,,,,United Kingdom, London,51.5073359,-0.12765
1188,1001,universidade estadual de londrina uel,26685,15.3,1.0,57.0,22.1,21.4,13.3,16.3,34.4,18.7,"Rodovia Celso Garcia Cid, Pr 445 Km 380, Londrina, 86057-970, Brazil",,,,,,Brazil, Londrina,-23.3112878,-51.1595023
1189,1001,maharaja sayajirao university baroda,39252,27.2,0.0,55.0,22.1,14.1,9.3,17.2,34.9,14.4,"Pratapgunj, Vadodara, Gujarat, India",,,,,,India, Vadodara,22.2973142,73.1942567
1190,1001,mahasarakham university,38192,29.3,0.0,67.0,22.1,18.5,8.0,11.0,35.5,26.1,"Khamriang Sub-District, Kantarawichai District, Maha Sarakham, 44150, Thailand",,,,,,Thailand, Maha Sarakham,16.1880948,103.2987346
1192,1001,manipal university formerly known manipal academy higher education,23082,8.6,11.0,45.0,22.1,24.1,11.6,9.3,40.3,31.5,"Karnataka, Manipal, 576104, India",,,,,,India, Manipal,13.3519723,74.7870308
1193,1001,university manouba,18361,13.5,1.0,66.0,22.1,19.4,7.7,24.5,34.4,41.1,"University Campus of Manouba, Manouba, 2010, Tunisia",,,,,,Tunisia, Manouba,36.7624363,9.833619078262766
1194,1001,marmara university,59480,29.1,4.0,49.0,22.1,21.3,8.9,19.4,34.6,22.9,"Göztepe Kampüsü, Kadiköy, Istanbul, 34722, Turkey",,,,,,Turkey, Istanbul,41.0091982,28.9662187
1195,1001,university marrakech cadi ayyad,102000,65.7,1.0,54.0,22.1,18.0,8.5,22.7,35.4,41.1,"Av Abdelkrim Khattabi, 511 - 40000 Marrakech, Morocco",,,,,,Morocco, Morocco,31.1728205,-7.3362482
1196,1001,meiji university,33309,11.7,4.0,34.0,22.1,17.7,8.6,11.3,35.6,25.9,"1-1 Kanda-Surugadai, Chiyoda-ku, Tokyo, 101-8301, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
1197,1001,meijo university,15412,31.4,1.0,29.0,22.1,15.6,10.0,11.6,35.5,26.2,"1-501 Shiogamaguchi, Tempaku-ku, Nagoya, Aichi, 468-8502, Japan",,,,,,Japan, Nagoya,35.1851045,136.8998438
1198,1001,mendel university brno,7215,14.4,16.0,60.0,22.1,18.4,14.7,7.3,36.0,39.2,"Zemedelska 1665/1, Brno, 613 00, Czech Republic",,,,,,Czech Republic, Brno,49.1922443,16.6113382
1199,1001,menoufia university,84587,36.4,1.0,45.0,22.1,15.0,7.9,24.9,36.5,35.2,"Gamal Abd El Nasr Street, Shebin ElKoum, Menofia, Egypt",,,,,,Egypt, Egypt,26.2540493,29.2675469
1201,1001,universidad michoacana de san nicolas de hidalgo,40381,30.2,1.0,52.0,22.1,13.4,10.2,11.3,35.4,29.8,"Avenida Francisco J. Mugica, Ciudad Universitaria, Morelia, Michoacan, 58030, Mexico",,,,,,Mexico, Morelia,19.7027116,-101.1923818
1203,1001,ming chuan university,18590,22.7,12.0,60.0,22.1,13.6,11.1,10.3,35.0,30.4,"250 Zhong Shan N. Rd, Sec. 5, Taipei, 111, Taiwan",,,,,,Taiwan, Taipei,25.0375198,121.5636796
1204,1001,minia university,59181,15.6,1.0,60.0,22.1,15.5,7.2,23.5,34.5,45.0,"Cairo-Aswan Road, El-Minia, 61519, Egypt",,,,,,Egypt, Egypt,26.2540493,29.2675469
1206,1001,university miyazaki,5488,7.9,3.0,35.0,22.1,20.5,9.9,21.1,36.3,23.1,"1-1 Gakuen Kibanadai-nishi, Miyazaki, 889-2192, Japan",,,,,,Japan, Miyazaki,32.097681,131.294542
1207,1001,mohammed v university rabat,81914,33.4,5.0,57.0,22.1,28.2,9.9,16.7,41.6,27.8,"Avenue des Nations Unies, Agdal Rabat, Maroc B.P, 8007 N.U., Morocco",,,,,,Morocco, Morocco,31.1728205,-7.3362482
1209,1001,university montenegro,19171,27.3,2.0,56.0,22.1,12.6,9.7,15.2,34.8,43.8,"2 Cetinjski Put, Podgorica, 81000, Montenegro",,,,,,Montenegro, Podgorica,42.4415238,19.2621081
1213,1001,university mumbai,7874,18.1,0.0,47.0,22.1,31.1,10.2,17.2,35.0,17.6,"M.G. Road, Fort, Mumbai, 400032, India",,,,,,India, Mumbai,19.0785451,72.878176
1214,1001,university mysore,7810,21.3,10.0,39.0,22.1,31.3,8.2,8.4,34.8,30.6,"Mysuru, Karnataka, 570005, India",,,,,,India, India,22.3511148,78.6677428
1215,1001,nagaoka university technology,2300,10.7,12.0,11.0,22.1,24.7,14.6,11.7,41.7,32.8,"1603-1, Kamitomioka, Nagaoka, Niigata, 940-2188, Japan",,,,,,Japan, Nagaoka,37.446996,138.8512199
1216,1001,nagasaki university,9163,7.0,4.0,37.0,22.1,25.9,14.4,23.3,39.0,27.8,"1-14 Bunkyo, Nagasaki, 852-8521, Japan",,,,,,Japan, Nagasaki,33.1154683,129.7874339
1217,1001,nagoya city university,4444,7.6,2.0,53.0,22.1,23.2,14.0,27.7,45.5,19.4,"1, Kawasumi, Mizuho-cho, Mizuho-ku, Nagoya, Aichi, 467-8601, Japan",,,,,,Japan, Nagoya,35.1851045,136.8998438
1218,1001,nagoya institute technology,5661,16.2,4.0,15.0,22.1,18.8,19.4,12.8,49.0,22.7,"Gokiso-cho, Showa-ku, Nagoya, Aichi, 466-8555, Japan",,,,,,Japan, Nagoya,35.1851045,136.8998438
1219,1001,nanjing university aeronautics and astronautics,29542,16.6,3.0,27.0,22.1,20.8,21.1,19.8,65.5,18.4,"29 Yudao Street, Nanjing, Jiangsu, 210016, China",,,,,,China, Nanjing,32.0615513,118.7915619
1220,1001,nara medical university,1240,3.3,1.0,47.0,22.1,24.8,11.0,21.2,39.3,15.3,"840 Shijo-Cho, Kashihara, Nara, 634-8521, Japan",,,,,,Japan, Kashihara,34.5094067,135.792955
1221,1001,naresuan university,22863,15.6,1.0,66.0,22.1,16.7,7.8,12.6,34.9,35.9,"99 Moo 9 Tha Pho Sub District, Muang District, Phitsanulok, 65000, Thailand",,,,,,Thailand, Phitsanulok,16.9779975,100.3848239
1224,1001,national chin yi university technology,7158,24.9,4.0,39.0,22.1,14.0,19.4,4.4,44.7,16.9,"No.57, Sec. 2, Zhongshan Road, Taiping District, Taichung, 41170, Taiwan",,,,,,Taiwan, Taichung,24.163162,120.6478282
1227,1001,national university colombia,52085,22.4,1.0,38.0,22.1,19.0,14.5,26.1,35.4,35.7,"Carrera 45 No 26-85, Edificio Uriel Gutiérrez, Bogata, Distrito Capital, Colombia",,,,,,Colombia, Bogata,3.4270309,-76.4995274
1229,1001,national university cuyo,46096,9.6,2.0,61.0,22.1,18.0,7.1,25.7,34.4,37.2,"Provincia de Mendoza, Mendoza, M5502JMA, Argentina",,,,,,Argentina, Mendoza,-34.78709305,-68.43818677312292
1230,1001,national university kaohsiung,5550,23.3,4.0,45.0,22.1,13.6,16.1,6.1,38.6,25.5,"700 Kaohsiung University Rd, Nanzih District, Kaohsiung, 81148, Taiwan",,,,,,Taiwan, Kaohsiung,22.6203348,120.3120375
1232,1001,national university san martin,15236,15.8,5.0,65.0,22.1,16.5,8.8,31.9,35.0,39.1,"25 de Mayo y Francia, San Martín, Buenos Aires, Argentina",,,,,,Argentina, San Martín,-34.5762765,-58.5388435
1233,1001,universidad nacional del sur,20987,16.0,,58.0,22.1,16.4,7.4,7.7,35.8,25.9,"Avenida Colón 80, Bahía Blanca, Buenos Aires, 8000FTN, Argentina",,,,,,Argentina, Bahía Blanca,-38.7176522,-62.2654871
1235,1001,national taiwan ocean university,8652,21.6,9.0,32.0,22.1,18.5,21.5,17.1,52.8,29.9,"No.2, Beining Rd, Jhongjheng District, Keelung, 202, Taiwan",,,,,,Taiwan, Keelung,25.1317232,121.744652
1236,1001,national technical university kharkiv polytechnic institute,13411,8.4,9.0,32.0,22.1,19.6,7.8,5.4,34.9,27.5,"2 Kyrpychova Str, Kharkiv, 61002, Ukraine",,,,,,Ukraine, Kharkiv,49.9923181,36.2310146
1238,1001,nicolaus copernicus university torun,22438,11.1,2.0,71.0,22.1,18.8,10.5,22.3,35.4,25.9,"ul. Gagarina 11, 87-100 Torun, Poland",,,,,,Poland, Poland,52.215933,19.134422
1240,1001,slovak university agriculture nitra,6570,14.1,2.0,57.0,22.1,17.7,8.4,9.7,36.2,37.5,"Tr. A. Hlinku 2, Nitra, 949 76, Slovakia",,,,,,Slovakia, Nitra,48.31295,18.0894593
1241,1001,university north carolina wilmington,14791,19.6,2.0,62.0,22.1,15.9,7.7,23.3,35.1,26.5,"601 S. College Road, Wilmington, North Carolina, 28403, United States",,,,,,United States, Wilmington,39.7459468,-75.546589
1242,1001,north china electric power university,30733,16.6,2.0,37.0,22.1,17.3,11.9,28.5,55.9,16.6,"2 Beinong Road Huilongguan, Changping District, Beijing, 102206, China",,,,,,China, Beijing,39.906217,116.3912757
1243,1001,universidad del norte,14228,20.5,3.0,51.0,22.1,15.0,10.9,11.5,36.7,51.4,"Km.5 Vía Puerto, Barranquilla, Colombia",,,,,,Colombia, Barranquilla,10.9938698,-74.7927177
1244,1001,university north florida,12132,17.7,2.0,57.0,22.1,24.8,10.5,25.7,34.6,24.0,"1 UNF Drive, Jacksonville, Florida, 32224, United States",,,,,,United States, Jacksonville,30.3321838,-81.655651
1246,1001,oakland university,15887,18.9,4.0,57.0,22.1,25.5,12.7,24.5,35.3,28.9,"2200 N. Squirrel Road, Rochester, Michigan, 48309-4401, United States",,,,,,United States, Rochester,43.157285,-77.615214
1247,1001,ocean university china,32059,17.5,4.0,52.0,22.1,20.3,15.6,26.1,44.7,23.0,"238 Songling Road, Laoshan District, Qingdao, Shandong, 266100, China",,,,,,China, Qingdao,36.0638034,120.3781372
1248,1001,ochanomizu university,2775,14.8,4.0,10.0,22.1,23.3,12.7,13.0,37.8,23.9,"2-1-1 Ohtsuka, Bunkyo-ku, Tokyo, 112-8610, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
1250,1001,ondokuz mayis university,36179,33.0,6.0,51.0,22.1,15.5,8.9,6.7,38.4,22.1,"Körfez, Atakum/Samsun, 55280, Turkey",,,,,,Turkey,Körfez,38.4902535,27.1329529
1251,1001,osaka medical college,1248,2.7,1.0,49.0,22.1,27.2,10.3,12.4,36.5,15.4,"2-7 Daigakumachi, Takatsuki-shi, Osaka, 569-8686, Japan",,,,,,Japan, Osaka,34.661629000000005,135.49992679245517
1252,1001,osaka prefecture university,7746,10.1,4.0,36.0,22.1,22.4,13.5,20.2,41.5,22.4,"1-1 Gakuen-cho, Sakai, Osaka, 599-8531, Japan",,,,,,Japan, Sakai,34.5289178,135.5015548
1258,1001,university peshawar,5647,10.7,2.0,40.0,22.1,25.2,10.7,15.0,34.4,34.2,"Peshawar, Khyber Pakhtunkhwa, Pakistan",,,,,,Pakistan,Peshawar,34.0123846,71.5787458
1260,1001,pmas arid agriculture university rawalpindi,12452,52.1,0.0,39.0,22.1,13.9,8.8,19.1,34.4,34.7,"Muree Road, Shamsabad, Rawalpindi, Pakistan",,,,,,Pakistan, Rawalpindi,33.5914237,73.0535122
1261,1001,polytechnic university bucharest,29437,13.5,3.0,36.0,22.1,16.8,10.0,12.9,34.4,21.4,"Splaiul Independenței nr., 313 sector 6 București, Bucharest, 060042, Romania",,,,,,Romania, Bucharest,44.4361414,26.1027202
1263,1001,pontifical catholic university minas gerais,34101,21.3,0.0,57.0,22.1,15.3,7.7,6.7,35.1,19.4,"Av. Dom José Gaspar, 500, Coração Eucarístico, Belo Horizonte, Minas Gerais, 30535-901, Brazil",,,,,,Brazil, Belo Horizonte,-19.9225776,-43.9451356
1264,1001,pontificia universidad catolica de valparaiso,15935,24.4,1.0,42.0,22.1,17.3,15.9,16.0,50.0,48.6,"Avenida Brasil, Valparaíso, 2950, Chile",,,,,,Chile, Valparaíso,-33.0458456,-71.6196749
1265,1001,universidad pontificia bolivariana upb medellin,15118,12.6,1.0,55.0,22.1,17.5,8.9,7.8,34.7,35.2,"Circular 1 No. 70-01, Medellín, Colombia",,,,,,Colombia, Medellín,6.2443382,-75.573553
1266,1001,pontificia universidade catolica do parana,23714,23.0,1.0,53.0,22.1,17.4,10.2,23.7,35.9,27.1,"Rua Imaculada Conceicao 1155, Curitiba, Paraná, 80215-901, Brazil",,,,,,Brazil, Curitiba,-25.4295963,-49.2712724
1267,1001,prince songkla university,39257,15.8,2.0,69.0,22.1,18.1,10.1,17.6,35.4,32.6,"15 Karnjanavanich Road, Hat Yai, Songkhla 90110, Thailand",,,,,,Thailand, Hat Yai,7.0074644,100.4689889
1268,1001,psg college technology,8325,14.6,0.0,38.0,22.1,19.8,9.5,12.8,34.9,13.6,"Avinashi Road, Peelamedu, Coimbatore, Tamil Nadu, 641004, India",,,,,,India, Coimbatore,11.0018115,76.9628425
1269,1001,riga technical university,10805,29.8,11.0,36.0,22.1,19.5,17.5,20.1,55.5,43.0,"6A Kipsalas Street, Riga, LV-1048, Latvia",,,,,,Latvia, Riga,56.9493977,24.1051846
1270,1001,ritsumeikan university,34413,18.3,6.0,35.0,22.1,19.1,13.2,16.6,36.8,33.6,"1 Nishinokyo-Suzaku-cho, Nakagyo-ku, Kyoto, 604-8520, Japan",,,,,,Japan, Kyoto,35.021041,135.7556075
1271,1001,robert gordon university,9490,20.4,22.0,62.0,22.1,16.8,11.3,23.3,35.2,75.0,"Garthdee House, Garthdee Road, Aberdeen, Aberdeenshire, AB10 7QB, United Kingdom",,,,,,United Kingdom, Aberdeen,57.1482429,-2.0928095
1272,1001,university ryukyus,8222,10.9,2.0,38.0,22.1,19.2,11.8,15.1,45.2,26.7,"1 Senbaru, Nishihara-cho, Nakagami-gun, Okinawa, 903-0213, Japan",,,,,,Japan, Okinawa,26.5707754,128.0255901
1273,1001,saga university,6799,9.6,2.0,39.0,22.1,21.5,12.4,18.8,47.6,22.9,"1 Honjo-machi, Saga City, Saga, 840-8502, Japan",,,,,,Japan, Saga,33.2185408,130.1296585
1274,1001,saitama university,8579,14.3,5.0,33.0,22.1,19.1,13.0,22.8,36.4,31.7,"255 Shimo-Okubo, Sakura-ku, Saitama City, Saitama, 338-8570, Japan",,,,,,Japan, Saitama,35.9754168,139.4160114
1275,1001,saitama medical university,1909,1.5,0.0,49.0,22.1,23.6,9.6,28.0,38.1,15.1,"Morohongo 38, Iruma District, Moroyama, Saitama, 350-0495, Japan",,,,,,Japan, Saitama,35.9754168,139.4160114
1277,1001,universidad de santiago de chile usach,22818,24.3,2.0,42.0,22.1,16.2,14.2,12.1,38.1,45.6,"Ave Libertador Bernardo O'Higgins 3363, Estación Central, Santiago, Chile",,,,,,Chile, Santiago,-33.4377756,-70.6504502
1278,1001,university sargodha,26206,34.0,0.0,51.0,22.1,11.7,8.3,10.5,34.4,39.5,"Sargodha, 40100, Pakistan",,,,,,Pakistan,Sargodha,32.0889657,72.6776943
1279,1001,sastra university,12234,14.5,0.0,52.0,22.1,17.0,11.9,31.9,34.9,14.0,"Tirumalaisamudram, Thanjavur, 613401, India",,,,,,India, India,22.3511148,78.6677428
1280,1001,sathyabama institute science and technology,14381,16.9,1.0,49.0,22.1,18.3,9.0,10.2,35.0,15.8,"Jeppiaar Nagar, Rajiv Gandhi Salai, Chennai, Tamilnadu, 600119, India",,,,,,India, Chennai,13.0836939,80.270186
1281,1001,university sciences and technology houari boumediene,41865,22.5,1.0,58.0,22.1,16.1,7.5,8.1,34.9,35.6,"BP 32 EL ALIA, Bab Ezzouar, Algiers, 16111, Algeria",,,,,,Algeria, Bab Ezzouar,36.7220508,3.1856291
1282,1001,university science and technology oran mohamed boudiaf,22049,11.7,2.0,52.0,22.1,18.9,7.1,7.1,34.8,38.3,"El Mnaouar, Bir El Djir, Oran, BP 1505, Algeria",,,,,,Algeria, Oran,35.7044415,-0.6502981
1284,1001,selcuk university,48591,19.4,4.0,41.0,22.1,15.5,8.5,17.7,34.7,19.8,"Alaeddin Keykubat Yerleşkesi Akademi Mah, Yeni, Cad. No:369, Istanbul, 42130, Turkey",,,,,,Turkey, Istanbul,41.0091982,28.9662187
1285,1001,semnan university,12496,15.4,1.0,50.0,22.1,16.9,9.9,39.3,34.4,16.5,"Campus 1, Semnan, 35131-1911, Iran",,,,,,Iran, Semnan,35.3843145,54.6209302
1286,1001,seoul national university science and technology seoultech,11912,17.2,4.0,34.0,22.1,17.7,13.5,15.7,39.4,21.5,"232 Gongneung-ro, Nowon-gu, Seoul, 01811, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
